excel_row,qid,outline_code,confidence,note,question_excerpt,explanation_excerpt
249,14407,55020102,reviewed,battle-of-forms material warranty disclaimer,"A bottling company sent a purchase order to a wholesaler that stated, “Ship 100,000 empty plastic bottles at the posted price.” Two days after receipt of this purchase order, the w","D is correct. Warranty disclaimers, like the language in the wholesaler's acknowledgment form, are material alterations that require agreement from both parties to be effective. A A is incorrect. Buyers are generally entitled to recover consequential damages when the damages were foreseeable. B is incorrect. The acknow"
250,14470,56050601,reviewed,rescission/restitution after impossibility,"A woman owns an exceptionally seaworthy boat that she charters for sport fishing at a $500 daily rate. The fee includes the use of the boat with the woman as the captain, and one o","A is correct. A contract may be rescinded on grounds of supervening impossibility where a party's performance is made impossible without his fault due to the occurrence of an event, the non-occurrence of which was a basic assumption on which the contract was made. Where a contract has been rescinded on grounds of super"
251,14497,56050402,high,Perfect Tender Rule,"In a signed writing, a retired general contracted to purchase a 25-foot travel trailer from a trailer company for $15,000, cash on delivery no later than June 1. The general arrive","A is correct. The UCC perfect tender rule allows for the general to have rejected the non-conforming trailer that did not have a spare tire, but the company had the right to cure the defect because the time for delivery had not yet expired. B B is incorrect. Although the general's initial rejection was proper under the"
252,14481,56050601,high,Impossibility,"On June 1, a seller agreed to sell an antique car to a buyer for $20,000, in a writing signed by both the seller and the buyer. At the time, the car was on display in a museum in a","A is correct. UCC § 2-613 provides that where goods, identified at the time the contract was made, are totally destroyed before the risk of their loss has passed to the buyer and without the fault of either party, the contract is void and each party is relieved of its respective obligation to perform. Under UCC § 2-501"
253,14484,56050102,reviewed,constructive condition of exchange,"In a single writing, a painter contracted with a farmer to paint three identical barns on her rural estate for $2,000 each. The contract provided for the farmer's payment of $6,000","A is correct. Under the doctrine of constructive conditions, a party's contractual obligation is conditioned upon the other party's substantial performance. However, where one party's performance requires a period of time (such as the painter's obligation to paint the barns), that performance is due before the other pa"
254,14467,56050300,fallback,Performance,"A borrower asked a lender to lend her $1,000. The lender replied that he would do so only if the borrower's father would guarantee the loan. At the borrower's request, the father m","B is correct. Although the borrower failed to make three repayments of the debt and expressed her inability to repay the debt in the future, the lender cannot accelerate the debt unless the contract specified otherwise and can only recover the three months of unpaid debt due and outstanding as of January 15. A A is inc"
255,14486,56050402,high,Perfect Tender Rule,"A mill and a bakery entered into a written contract that obligated the mill to deliver to the bakery 1,000 pounds of flour every Monday for 26 weeks at a specified price per pound.","B is correct. Because the contract authorizes the delivery of flour in separate lots to be separately accepted, the parties entered into an installment contract. UCC § 2-612 adopts a ""substantial impairment"" standard for determining whether a buyer can reject a particular installment or cancel the entire contract. A bu"
256,14482,52040100,reviewed,UCC gap-filler for place of delivery,"A fixtures company, in a signed writing, contracted with an apartment complex for the sale to the apartment complex of 50 identical sets of specified bathroom fixtures, 25 sets to ","B is correct. Because the fixtures company-apartment complex contract is silent with respect to the place of delivery, the fixtures company only is obligated to make the goods available at the fixtures company's place of business for the apartment complex to take delivery. If the apartment complex does not tender payme"
257,14489,56050602,reviewed,impracticability of personal-services performance,A producer contracted to pay an inexperienced performer a specified salary to act in a small role in a play the producer was taking on a six-week road tour. The contract was for th,"B is correct. If these facts were true, the producer would have had no choice but to hire the actor. To simply wait until the performer recovered, without a replacement or any idea of how long until she could resume working, would have greatly burdened the producer. Thus, by hiring the only available substitute, the pr"
258,14456,56050602,reviewed,incapacity makes personal performance impracticable,An engineer entered into a written contract with an owner to serve in the essential position of on-site supervisor for construction of an office building. The day after signing the,"B is correct. The engineer is not in breach. The incapacity of a particular person to perform his or her duty under a contract renders the performance impracticable and operates as an excuse for nonperformance. The parties contracted for the engineer to personally provide on-site services. Therefore, the engineer's con"
259,14478,56050402,reviewed,installment nonconformity/substantial impairment,"A wholesaler contracted in a signed writing to sell to a bakery 10,000 pounds of flour each week for 10 weeks, the flour to be delivered to the bakery on Mondays and payment to be ","B is correct. The second delivery of less than the contracted-for amount (5,000 instead of 10,000 pounds of flour) constituted a non-conformity that substantially impaired the value of the installment since the wholesaler could not deliver the remaining 5,000 pounds until the day after the bakery needed the flour to fu"
260,14457,55020203,high,Requirement and output contracts,"A lawn service company agreed in writing to purchase from a supplier all of its requirements for lawn care products during the next calendar year. In the writing, the supplier agre","B is correct. The supplier breached this valid requirements contract by refusing to adhere to the term ensuring the company would receive a 10% discount off the published prices. Although the supplier did reserve the right to increase the published prices, it did not reserve the right to take away the company's promise"
261,14487,56050607,reviewed,accord and satisfaction lacks consideration,A tenant rented a commercial building from a landlord and operated a business in it. The building's large front window was smashed by vandals six months before expiration of the te,B is correct. The tenant's offer for an accord and satisfaction was not enforceable because it lacked consideration. A A is incorrect. The notation on the check was sufficiently conspicuous to put the window company on notice of its existence. C is incorrect. An accord and satisfaction is not enforceable unless the deb
262,14465,56050607,reviewed,accord and satisfaction by payment-in-full check,"A client consulted a lawyer about handling the sale of the client's building, and asked the lawyer what her legal fee would be. The lawyer replied that her usual charge was $100 pe","B is correct. Under rules of accord and satisfaction, a debtor may make an offer to settle a dispute by offering a check marked ""payment in full."" If the notation was sufficiently plain that the creditor should have understood it, and if the amount owed to the creditor is an unliquidated sum, then cashing the check wit"
263,14494,56050604,reviewed,waiver of delivery-date condition,"On July 15, in a writing signed by both parties, a fixture company agreed to deliver to a druggist on August 15 five storage cabinets from inventory for a total price of $5,000 to ","B is correct. Waiver is an excuse for the nonoccurrence or delay of a condition to fulfill a duty. Under the Uniform Commercial Code (UCC), consideration is not required for a valid waiver. When the fixture company and the druggist agreed to postpone their delivery date under the contract from August 15 to August 20, i"
264,14455,56050102,reviewed,constructive condition requiring complete performance before payment,"Under the terms of a written contract, a builder agreed to construct a garage for a homeowner for $10,000. Nothing was stated in the parties' negotiations or in the contract about ","B is correct. Where one party's performance is to take place over a period of time, that party must complete its performance before the other party is required to perform, unless the language or circumstances indicate otherwise. Here the parties did not provide for progress payments in the contract. Therefore the build"
265,14479,56050602,reviewed,supervening impracticability,"The manager of a state fair contracted with a renowned hog breeder to exhibit the breeder's world champion animal for the three weeks of the annual fair, at the conclusion of which","C is correct. A contract may be rescinded on grounds of supervening impracticability where a party's performance is made impracticable without his fault due to the occurrence of an event, the non-occurrence of which was a basic assumption on which the contract was made. Such event may include the destruction or deterio"
266,14459,56050403,high,Anticipatory repudiation,A lumber supplier agreed to sell to a furniture manufacturer all the lumber that the manufacturer required over a two- year period. The sales contract provided that payment was due,"C is correct. A party to a contract with reasonable grounds to worry that the other party might not perform can request adequate assurances of performance, pursuant to Uniform Commercial Code § 2-609. The supplier in this case did so, but the information provided by the manufacturer would be regarded as satisfying the "
267,14476,56050102,reviewed,express condition and implied good faith,"A buyer agreed to purchase a seller's house for $250,000 ""on condition that the buyer obtain mortgage financing within 30 days."" Thirty days later, the buyer told the seller that t","C is correct. A performance that is subject to an express condition cannot become due unless the condition occurs or its non-occurrence is excused. However, the duty of good faith, which is implied in every contract, imposed an obligation on the buyer to make reasonable efforts to secure mortgage financing. The non-occ"
268,14485,56050403,high,Anticipatory repudiation,"On June 1, a seller and a buyer contracted in writing for the sale and purchase of the seller's cattle ranch (a large single tract) and to close the transaction on December 1. The ","C is correct. If the effect of a repudiation is to deprive the non-repudiating party of a substantial part of the contract, it gives the non-repudiating party the right to terminate the contract and pursue remedies for total breach. The repudiating party, however, is still free to retract the repudiation and reinstate "
269,14469,56050607,reviewed,accord and satisfaction supported by disputed claim,"In a written contract, an architect agreed to draw up the plans for and to supervise construction of a client's new house. In return, the client agreed to pay the architect a fee o","C is correct. The architect will not recover the $2,500 from the client because they executed an accord and satisfaction, supported by consideration based on the $7,500 tendered and the client's good faith dispute as to the architect's performance. A A is incorrect. Payment of $7,500 did amount to valid consideration f"
270,14458,55020203,high,Requirement and output contracts,"Under a written agreement, a pastry company promised to sell its entire output of baked buns at a specified unit price to a baked goods retailer for one year. The baked goods retai",C is correct. The baked goods retailer was under an implied obligation to use its best efforts to promote the sale of the pastry company's buns for the duration of the contract. A A is incorrect. The contract implied an obligation on the part of the baked goods retailer to use its best efforts to promote the sale of th
271,14483,56050403,high,Anticipatory repudiation,"A broker needed a certain rare coin to complete a set that he had contracted to assemble and sell to a collector. On February 1, the broker obtained such a coin from a hoarder in e","C is correct. The broker's statement manifested an intent to repudiate, which entitled the hoarder to treat his statement as a total breach of contract, even though performance is not due until December 31. A A is incorrect. An injured party must act reasonably to mitigate damages only after the other party commits a m"
272,14477,56050401,reviewed,minor failure not materially affecting performance,"A seller and a buyer entered into a written agreement providing that the seller was to deliver 1,000 cases of candy bars to the buyer during the months of May and June. Under the a","C is correct. The buyer will prevail because, even though the buyer failed to make the proper specifications regarding the candy by March 1, the fact that the buyer did make the selection by March 2, just one day later, ensured that this failure did not ""materially affect"" the seller's ability to perform A A is incorre"
273,14461,51060101,high,Expectation damages,A produce distributor contracted to provide a grocer with eight crates of lettuce at the distributor's listed price. The distributor's shipping clerk mistakenly shipped only seven ,"C is correct. The distributor shipped non-conforming goods (seven crates instead of eight), but the grocer accepted the shipment, rendering the grocer obligated to pay the contract price of those accepted goods, minus any damages caused by the distributor's breach. A A is incorrect. By choosing to accept the non-confor"
274,14468,56050604,reviewed,waiver of written-notice condition,"In a writing signed by both parties on December 1, a man agreed to buy from a distributor a gasoline engine for $1,000, delivery to be made on the following February 1. Through a s","C is correct. The non-occurrence of the express condition to provide written notice of re-sale by January 2 would normally discharge the parties' duties under the contract, however, the condition was excused when the distributor verbally waived the condition by agreeing to send the engine without written notice. A A is"
275,14463,55020203,reviewed,requirements contract breach,The owner of a fleet of taxis contracted with a dealer in petroleum products for the purchase and sale of the taxi fleet owner's total requirements of gasoline and oil for one year,"C is correct. The taxi fleet owner agreed to purchase its total requirements for gasoline and oil from the petroleum dealer for one year, so its purchase of substantial amounts of gasoline from a competitor amounted to a material breach, thereby justifying the petroleum dealer's repudiation of its obligation to place a"
276,14488,56050300,reviewed,shipment contract risk of loss,"A buyer and a seller entered into a contract for the sale of 10,000 novelty bracelets. The seller had the bracelets in stock. The contract specified that the seller would ship the ","C is correct. Under UCC § 2-509(1), a contract that requires the seller to ship goods to the buyer by a third-party carrier is either a shipment or a destination contract. Comment 5 to UCC § 2-503 provides that where the contract is otherwise silent, a shipment contract is presumed where the contract requires shipment "
277,14475,56050102,reviewed,express condition and good-faith efforts,"A seller entered into a contract to sell to a buyer a house for a price of $150,000. The contract contained the following clause: “This contract is conditional on the buyer's secur","D is correct. A performance that is subject to an express condition cannot become due unless the condition occurs or its nonoccurrence is excused. According to the Restatement (Second) of Contracts, the duty of good faith is implied inasmuch as ""every contract imposes upon each party a duty of good faith and fair deali"
278,14480,56050102,high,Conditions,"A fugitive was wanted for murder. The authorities offered the following reward: “$20,000 to anyone who provides information leading to the arrest and conviction of this fugitive.” ","D is correct. A performance that is subject to an express condition cannot become due unless the condition occurs or its nonoccurrence is excused. The detective's entitlement to the reward was subject to two conditions: the arrest and conviction of the fugitive. The first, the arrest, was satisfied when the detective d"
279,14490,56050604,reviewed,waiver of constructive condition,"An amateur computer whiz agreed in writing to design three new games a year for a five-year period for a corporation that distributed TV game systems. The writing provided, in a cl","D is correct. A waiver is an excuse of the nonoccurrence or delay of a condition to a duty. Constructive conditions of exchange can be waived through conduct, by treating a breach as only a partial breach and continuing to perform the contract. Although a waiver may be retractable in certain situations, a waiver is not"
280,14491,56050403,reviewed,mere doubt is not anticipatory repudiation,"On March 1, an excavator entered into a contract with a contractor to perform excavation work on a large project. The contract expressly required that the excavator begin work on J","D is correct. An anticipatory repudiation occurs when a party unequivocally manifests an intention not to perform or an inability to perform. Expressions of doubt as to a party's ability to perform or a mere request by a party (in this case, the excavator) that the other party (the contractor) consider modifying their "
281,14473,56050403,high,Anticipatory repudiation,"On June 1, a seller and a buyer contracted in writing for the sale and purchase of the seller's cattle ranch (a large single tract) and to close the transaction on December 1. On O","D is correct. Anticipatory repudiation requires an unequivocal statement of unwillingness to perform on a contractual obligation, not mere doubt or uncertainty. Here, the buyer expressed serious doubt and may have established insecurity, but did not amount to a full repudiation. This was also not a breach because the t"
282,14471,56050604,reviewed,waiver of condition,"A seller and a buyer entered into a contract obligating the seller to convey title to a parcel of land to the buyer in exchange for $100,000. The agreement provided that the buyer'","D is correct. Courts look beyond the words of a condition, and if it is clear that the intent of the condition was to benefit or protect one of the parties, the language of the condition will be interpreted as if that intent had been clearly expressed in the contract terms. In this case, it is clear that the condition "
283,14493,56050403,high,Anticipatory repudiation,"A buyer agreed in writing to purchase a car from a seller for $15,000, with the price to be paid on a specified date at the seller's home. The contract provided, and both parties i","D is correct. Selling the car to the third party was an action that made the seller's performance under the contract impossible, which amounted to an implied anticipatory repudiation, which gives the buyer an immediate claim for breach of contract. A A is incorrect. Impossibility is unavailable to the seller as a defen"
284,14474,56050403,high,Anticipatory repudiation,"On June 1, a general contractor and a subcontractor entered into a contract under which the subcontractor agreed to deliver all of the steel joists that the general contractor requ",D is correct. The adequate assurance doctrine requires that a party respond to a demand for adequate assurance only if the demand is reasonable and justified. A demand is justified if the party making the demand has reasonable grounds for insecurity with respect to the other party's potential performance. The facts in 
285,14523,51060304,high,Specific performance,"The aged mother of a sister and brother, both adults, wished to employ a live-in companion so that she might continue to live in her own home. The mother, however, had only enough ","A is correct. A court may grant specific performance of a contractual obligation where an award of monetary damages is inadequate - in other words, where damages would not be a just or reasonable substitute for performance of the promise, or where the calculation of adequate damages would be impracticable. Here the cal"
286,14527,51060201,high,Legal Restitution,"A tenant rented a commercial building from a landlord, and operated a business in it. The building's large front window was smashed by vandals six months before expiration of the t","A is correct. Generally, a party that has made a contract with another cannot later disregard the contract and bring suit in restitution against a third person, even if that third person has received a benefit from the contract. B B is incorrect. The landlord made no promise on which the window company relied. C is inc"
287,14504,51060303,high,Reformation,"A seller and a buyer, standing on Greenacre, orally agreed to its sale and purchase for $5,000 and orally marked its bounds as ""that line of trees down there, the ditch that inters",A is correct. Reformation is only proper when the parties' original agreement is improperly documented in a way that does not reflect their shared understanding. A clerical error about an agreed-upon boundary line falls within this category and reformation would be proper. B B is incorrect. Reformation is not available
288,14500,51060101,high,Expectation damages,"A carpenter contracted with a homeowner to remodel the homeowner's home for $10,000, the contract price to be paid on completion of the work. On May 29, relying on his expectation ","A is correct. The carpenter is entitled to the contract price for the work done - $10,000. The other items of damage are unrecoverable either because they were unforeseeable at the time the contract was made or because they were not caused by the breach. No unjust enrichment claim is viable on these facts, because an u"
289,14514,56050402,high,Perfect Tender Rule,A collector bought from a gallery a painting correctly described in the parties' signed contract as a “one-of-a-kind self- portrait” by a famous artist who had recently died. The c,"A is correct. The collector rightfully rejected the goods. However, the collector's exercise of ownership by selling the painting, after his rejection, was wrongful against the gallery and constituted conversion. The remedy for conversion is the fair market value of the goods at the time of the conversion. The collecto"
290,14510,51060101,reviewed,seller action for price/damages,"A buyer ordered a new machine from a manufacturer. The machine arrived on time and conformed in all respects to the contract. The buyer, however, rejected the machine because he no","A is correct. The manufacturer does not have an action for the price. Such an action is available under three circumstances, none of which is present here: (1) where the buyer has accepted the goods; (2) where the goods are lost or damaged within a commercially reasonable time after the risk of loss has passed to the b"
291,14532,51060107,high,Duty to mitigate,"A mother whose adult son was a law school graduate contracted with a tutor to give the son a bar exam preparation course. “If my son passes the bar exam,” the mother explained to t",A is correct. The victim of a breach is entitled to recover only those damages which could not reasonably have been avoided. Failure to take reasonable steps to mitigate damages defeats only a claim for consequential damages. It does not deprive the victims of the breach of the opportunity to claim damages measured by 
292,14517,51060103,high,Consequential damages,"On March 1, a mechanic contracted to repair a textile company's knitting machine by March 6. On March 2, the textile company contracted to manufacture and deliver specified cloth t","B is correct. Assuming other requirements are met, an aggrieved party is entitled to recover consequential damages only if they were reasonably foreseeable to the breaching party. A A is incorrect. The recovery of consequential damages requires more than a determination of the breach. Consequential damages must have be"
293,14502,51060107,high,Duty to mitigate,"A businesswoman sold her business to a company for $25 million in cash pursuant to a written contract that was signed by both parties. Under the contract, the company agreed to emp","B is correct. The company's unjustified termination of the businesswoman's employment constituted a breach of contract entitling the businesswoman to recover monetary damages. A wrongfully discharged employee is expected to mitigate damages by making reasonable efforts to seek comparable employment. However, if no comp"
294,14522,56050403,high,Anticipatory repudiation,"On November 15, a contractor, in a signed writing, contracted with a homeowner for an agreed price to personally remodel the homeowner's kitchen according to specifications provide","B is correct. The contractor may recover as damages his expected profit on his contract with the homeowner. He cannot, however, recover the $5,000 that he spent on materials because he incurred those expenses after being notified of the homeowner's repudiation of the contract. A A is incorrect. The contractor is only p"
295,14499,51060201,high,Legal Restitution,"A business owner entered into a contract with a painter, by the terms of which the painter was to paint the owner's office for $1,000 and was required to do all of the work over th","B is correct. The destruction of the owner's office discharged the painter's obligation to paint and the owner's obligation to pay for the work. Payment for the work that was already done, however, is nonetheless recoverable in restitution, or quasi-contract. A A is incorrect. The painter can recover in restitution. C "
296,14513,51060107,high,Duty to mitigate,"In January, a teacher contracted with a summer camp to serve as its head counselor at a salary of $10,000 for 10 weeks, from the first of June to the middle of August. In March, th","B is correct. The teacher is entitled to be put in the position he would have been in if the contract had been performed. Application of this principle leads to recovery of the difference between the contract salary ($10,000) and the amount earned at the local summer school ($6,000), plus the reasonable expenses incurr"
297,14506,51060304,high,Specific performance,"A landowner contracted in a signed writing to sell Greenacre, a 500-acre tract of farmland, to a farmer. The contract provided for exchange of the deed and purchase price of $500,0","B is correct. When a party has committed only a partial (as opposed to a total) breach of a contract, the other party to the contract remains obligated to perform, and refusal to perform will give the partially-breaching party the right to either specific performance or damages for total breach. Because the facts sugge"
298,14531,51060101,reviewed,expectation damages formula,"A homeowner and a contractor entered into a contract for the construction of a home for $300,000. The contractor was to earn a profit of $10,000 for the job. After the contractor h","C is correct. $50,000 represents the contractor's expectation measure of recovery and gives the contractor the benefit of the bargain-this amount would place the contractor in the position he would have been in but for the breach. It is also the greatest amount the contractor is able to recover. The general expectation"
299,14503,51060201,high,Legal Restitution,"In a single writing, Painter contracted with Farmer to paint three identical barns on her rural estate for $2,000 each. The contract provided for Farmer's payment of $6,000 upon Pa","C is correct. A breaching party is entitled to recover in restitution for the reasonable value of the benefit conferred on the non-breaching party in the way of part performance, less any damages that the non-breaching party suffered due to the breach. Since Painter terminated the contract without justification, it is "
300,14516,51060101,reviewed,expectation damages after cover,"A bank agreed to lend a merchant $10,000 for one year at 8% interest. The loan proceeds were to be disbursed within two weeks. The merchant intended to use the loan proceeds to pur","C is correct. Contract remedies typically strive to put the parties in the same position they would have been in if the contract had been fully performed. Here, other than the loss from paying extra interest, there are no damages to the merchant (other than the higher rate of interest they had to pay to cover for the b"
301,14524,51060101,reviewed,lost-volume seller damages,"A high-volume, pleasure-boat retailer entered into with a boater, a written contract signed by both parties, to sell the boater a power boat for $12,000. The manufacturer's price o","C is correct. The boater will only recover the $4,000 MINUS the ""lost volume"" seller's lost profits from selling one boat instead of two. A A is incorrect. It would be an unjust enrichment for the retailer, as a lost volume seller, to retain an amount greater than his losses from having one fewer customer. B is incorre"
302,14521,51060101,high,Expectation damages,"A contractor agreed to build a power plant for a public utility. A subcontractor agreed with the contractor to lay the foundation for $200,000. The subcontractor supplied goods and","C is correct. The contractor had to seek substitute performance to complete the contract which cost him $120,000. The contractor had to spend $20,000 more than he would have if the subcontractor had completed the original contract. Therefore, the contractor can recover the additional $20,000 spent to complete the work,"
303,14507,51060201,high,Legal Restitution,"A seller entered into an agreement to sell a machine to a buyer for $5,000. At the time of the order, the buyer gave the seller a down payment of $1,000. The buyer then built a fou",C is correct. The protection of the restitutionary interest restores to a party any benefit conferred to the other party. Restatement (Second) of Contracts § 344(c). A A is incorrect. The $250 cost of the foundation conferred no benefit on the seller and would constitute incidental damages rather than restitution (see 
304,14526,51060103,reviewed,foreseeability of consequential damages,"An experienced rancher contracted to harvest his neighbor's wheat crop for $1,000 “when the crop [was] ripe.” In early September, the neighbor told the rancher that the crop was ri","C is correct. The rules of contract law limit the recoverability of damages for a breach of contract. According to the Restatement (Second) of Contracts § 351, a non-breaching party is entitled to recover damages that the party in breach ""had reason to foresee as a probable result of the breach"" when the parties entere"
305,14528,51060107,high,Duty to mitigate,"On June 15, a teacher accepted a contract for a one-year position teaching math at a public high school at a salary of $50,000, starting in September. On June 22, the school inform","C is correct. The teacher is entitled to recover damages that will place her in the position she would have been in but for the school's breach. However, an injured party is expected to make reasonable efforts to mitigate the loss resulting from the other party's breach. In the case of a wrongfully discharged employee,"
306,14520,51060101,high,Expectation damages,"A buyer entered into a written contract to purchase from a seller 1,000 sets of specially manufactured ball bearings of a nonstandard dimension for a price of $10 per set. The sell","C is correct. The Uniform Commercial Code controls in this situation. The seller is entitled to be put in the position it would have been in if the contract had been performed. The proper measure of damages here is set out in UCC § 2- 708(2), which provides that a seller is entitled to the profit the seller would have "
307,14509,51060101,reviewed,seller resale/market/lost-volume damages,"By the terms of a written contract signed by both parties on January 15, a computer store agreed to sell a specific ICB personal computer to a customer for $3,000, and the customer","C is correct. Under the UCC, where the buyer has repudiated a contract the seller may, if resale is done in accordance with UCC rules (which among other things requires giving notice to buyer of any private resale), recover the difference between the contract price and the resale price, plus any incidental damages. In "
308,14525,51060101,reviewed,lost profits with reasonable certainty,"The plaintiff, a baseball star, contracted with the Municipal Symphony Orchestra, Inc., to perform for $5,000 at a children's concert as the narrator of ""Peter and the Wolf."" Short","D is correct. In order to recover lost profit damages, the plaintiff must prove that the losses suffered were substantially certain and not simply speculative. In this case, there is uncontroverted testimony that there were forgone profits, and such testimony could establish an amount of damages with reasonable certain"
309,14508,56050403,reviewed,repudiation retraction after reliance,"On May 1, a seller and a buyer entered into a written contract, signed by both parties, for the sale of a tract of land for $100,000. Delivery of the deed and payment of the purcha","D is correct. The buyer had already purchased the substitute tract of land when the seller attempted to retract the repudiation, which means the buyer had changed his position in material reliance on the repudiation, rendering the retraction ineffective. A A is incorrect. An effective retraction must be communicated be"
310,14518,51060101,reviewed,UCC breach-of-warranty damages,"An art collector paid a gallery $1,000 to purchase a framed drawing from the gallery's collection. The price included shipping by the gallery to the collector's home. The gallery's","D is correct. The gallery's use of inadequate materials to wrap the drawing constituted a breach of warranty. Therefore, the collector is entitled to be placed in the position he would have been in but for the gallery's breach. Under UCC § 2-714(2), the generally applicable standard for measuring the collector's result"
311,14519,56050300,medium,Performance,A landowner entered into a single contract with a builder to have three different structures built on separate pieces of property owned by the landowner. Each structure was distinc,"D is correct. This contract is divisible because it contains an equal number of divisible and corresponding parts for each party, and by completing one entire (but separate) part, the builder has the right to recover for that performance, even before the contract is completed. However, the landowner will have the right"
312,14512,54030800,high,Misrepresentation / Fraud,"During negotiations to purchase a used car, a buyer asked a dealer whether the car had ever been in an accident. The dealer replied: “It is a fine car and has been thoroughly inspe","D is correct. When a seller induces a buyer into consenting to a contract by means of a material misrepresentation, the resulting contract is voidable at the election of the buyer. In this case, the buyer asked a direct question about whether the car had ever been in an accident, and the seller gave an answer that a re"
313,14549,53070300,high,Delegation of Duties,"An expert in lifting and emplacing equipment atop tall buildings, contracted in a signed writing to lift and emplace certain air-conditioning equipment atop a builder's building. A","A is correct. The builder's oral agreement to accept the delegation of the expert's duties to the man was not sufficient to constitute a ""novation,"" which also requires a release of the expert from liability. B B is incorrect. For a delegation of duties to be effective, new consideration is not required. C is incorrect"
314,14545,53070100,reviewed,incidental beneficiary,"On December 1, a broker contracted with a collector to sell her one of a certain type of rare coin for $12,000, delivery and payment to occur on the next March 1. To fulfill that c","A is correct. The contract between the hoarder and the broker had nothing to do with or anticipate the collector's interest in the deal, and any future benefit he would have received was only incidental, preventing him from having any contractual rights. B B is incorrect. The broker will win because the collector was m"
315,14546,53070100,high,Third-Party Beneficiary Contracts,"In exchange for valid and sufficient consideration, a mother orally promised her son, who had no car and wanted a minivan, ""to pay to anyone from whom you buy a minivan within the ","B is correct. The mother and son both intended that the promise would confer a benefit on the future seller of the minivan to the son. This purpose is clear from the terms of the mother's promise, which was to pay the purchase price ""to anyone from whom you buy a minivan."" The dealership is, therefore, an intended thir"
316,14547,53070100,high,Third-Party Beneficiary Contracts,"The aged mother of a sister and brother, both adults, wished to employ a live-in companion so that she might continue to live in her own home. Their mother, however, had only enoug","B is correct. The mother was not a party to the contract between the sister and the brother, so the only way for her to have contractual rights is if she was the intended beneficiary of the contract. For the mother to be an intended beneficiary, she must be the person to whom performance is to be given. In this case, s"
317,14541,53070100,high,Third-Party Beneficiary Contracts,A computer retail outlet contracted to service a bank's computer equipment for one year at a fixed monthly fee under a contract that was silent as to assignment or delegation by ei,"B is correct. The retail outlet did not execute a novation when delegating its service contract to the computer services company, so the retail outlet will remain liable to the bank, which can enforce the outlet's duty to perform as an intended beneficiary of the contract. A A is incorrect. The retail outlet remains li"
318,14551,53070200,high,Assignment of Rights,"A builder borrowed $10,000 from a lender to finance a small construction job under a contract with a homeowner. The builder gave the lender a writing that stated, ""Any money I rece",B is correct. There was no effective assignment of the builder's rights to the lender. The writing did not sufficiently establish the builder's intent to immediately and completely extinguish the builder's rights under the contract with the homeowner and transfer them to the lender. A A is incorrect. Without an effecti
319,14552,53070200,high,Assignment of Rights,"Under the terms of a written contract, a builder agreed to construct for a homeowner a garage for $10,000. Nothing was said in the parties' negotiations or in the contract about pr","C is correct. After contract rights are assigned, an obligor may be able to recoup damages against any claims by the assignee if they arise under the original contract that was assigned. Thus, the homeowner may recoup any losses sustained from the builder's material breach, even after the assignment to the bank. A A is"
320,14535,53070200,high,Assignment of Rights,"A debtor's $1,000 contractual obligation to a creditor was due on July 1. On the preceding June 15, the creditor called her niece and said, ""As my birthday gift to you, you may col","C is correct. Although contract rights generally are freely assignable, when a contract right is assigned to a party gratuitously (i.e., without receiving anything in exchange), the assignor retains the power to revoke the assignment unless and until the assignee obtains performance from the obligor. On June 15, the cr"
321,14538,53070100,reviewed,intended third-party beneficiary,"A seller borrowed $5,000 from a bank. Soon thereafter the seller filed for bankruptcy, having paid nothing on his debt to the bank. Five years after the debt had been discharged in","C is correct. The bank will recover $5,000 from the buyer because the contract between the buyer and seller explicitly designated performance (the payment of $5,000) to run to the bank, which establishes the bank as an intended third- party beneficiary. A A is incorrect. The buyer's promise to pay the bank is enforceab"
322,14539,53070100,reviewed,third-party beneficiary rights vested by reliance,"An accountant and a bookkeeper, as part of a contract dissolving their accounting business, agreed that each would contribute $100,000 to fund an annuity for a clerk who was a long",C is correct. The clerk was an intended beneficiary of the contract between the accountant and the bookkeeper because their promise to fund the annuity was clearly intended to benefit the clerk. The clerk materially changed his position in reliance on the promise when he purchased a retirement home. The clerk's materia
323,14550,53070100,high,Third-Party Beneficiary Contracts,"A janitorial service contracted in writing with a hospital for a one-year term. Under the terms of the contract, the janitorial service agreed to clean the hospital daily in accord","C is correct. The patient has no ability to enforce the contract as an incidental beneficiary because the hospital did not intend to give the patient the benefit of the promised performance. A A is incorrect. Because the patient is an incidental beneficiary, the janitorial service is not liable for breach of contract, "
324,14544,53070300,high,Delegation of Duties,"A famous chef entered into a written agreement with his friend, a well-known interior decorator respected for his unique designs, in which the decorator agreed, for a fixed fee, to","C is correct. Unless the contract provides otherwise, a contractual duty may be delegated to another unless the other party to the contract has a substantial interest in having the original obligor perform. Typically the other party will have such an interest where the contract is a personal services contract involving"
325,14542,53070100,high,Third-Party Beneficiary Contracts,"A famous chef entered into a written agreement with his neighbor, a well-known interior decorator respected for his unique designs, in which the decorator agreed, for a fixed fee, ","D is correct. The chef may sue the decorator because there was no novation releasing him or consenting to the delegation, and the chef may also bring suit as a third-party beneficiary because the contract was for his benefit. A A is incorrect. The chef may also sue the friend as a third-party beneficiary of the friend-"
