excelRow,status,qid,subject,topic,subtopic,selectedCode,selectedPath,confidence,source,score,margin,note
"2615","CL-299","17574","Constitutional Law","First Amendment - Freedom of Speech","Prior Restraints","44040502","Individual Rights > First Amendment Protections > Freedom of speech and expression","high","phrase_rule","36","3","Matched from QBank metadata using explicit legal phrase rule."
"2616","CL-271","17341","Constitutional Law","Due Process","Prison discipline","44040203","Individual Rights > Due Process Clause > Procedural due process","high","phrase_rule","44","5","Matched from QBank metadata using explicit legal phrase rule."
"2617","CL-431","21643","Constitutional Law","Due Process","Prison Liberty Interest","44040201","Individual Rights > Due Process Clause > Incorporation of Bill of Rights through the Fourteenth Amendment","review","score","39","0","Subject-filtered score is plausible but close; review recommended."
"2618","CL-276","17354","Constitutional Law","Due Process","Privacy rights","44040202","Individual Rights > Due Process Clause > Substantive due process","high","phrase_rule","47","5","Matched from QBank metadata using explicit legal phrase rule."
"2619","TR-360","19687","Torts","Privileges and defenses","Private necessity","64010500","Intentional Torts > Privileges","high","phrase_rule","25","0","Matched from QBank metadata using explicit legal phrase rule."
"2620","TR-482","17067","Torts","Nuisance","Private nuisance","62050100","Other Torts > Nuisance","high","phrase_rule","40","3","Matched from QBank metadata using explicit legal phrase rule."
"2621","TR-481","17501","Torts","Nuisance","Private nuisance","62050100","Other Torts > Nuisance","high","phrase_rule","40","3","Matched from QBank metadata using explicit legal phrase rule."
"2622","TR-325","21015","Torts","Nuisance","Private nuisance - equitable remedy","61020500","Negligence > Damages","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2623","TR-321","21609","Torts","Nuisance","Private nuisance - objective substantial interference","62050100","Other Torts > Nuisance","high","phrase_rule","40","3","Matched from QBank metadata using explicit legal phrase rule."
"2624","TR-322","20941","Torts","Nuisance","Private nuisance - permit compliance","62050100","Other Torts > Nuisance","high","phrase_rule","40","3","Matched from QBank metadata using explicit legal phrase rule."
"2625","TR-324","17100","Torts","Nuisance","Private nuisance - plaintiff moves near existing use","62050100","Other Torts > Nuisance","high","phrase_rule","40","3","Matched from QBank metadata using explicit legal phrase rule."
"2626","TR-151","20332","Torts","Nuisance","Private nuisance and damages","61020500","Negligence > Damages","high","phrase_rule","40","3","Matched from QBank metadata using explicit legal phrase rule."
"2627","TR-484","18592","Torts","Nuisance","Private nuisance defenses","62050100","Other Torts > Nuisance","high","phrase_rule","40","3","Matched from QBank metadata using explicit legal phrase rule."
"2628","TR-308","17634","Torts","Defamation","Private plaintiff and public concern","61020500","Negligence > Damages","high","phrase_rule","38","1","Matched from QBank metadata using explicit legal phrase rule."
"2629","TR-128","19577","Torts","Defamation","Private plaintiff and public concern","61020500","Negligence > Damages","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2630","CL-303","18079","Constitutional Law","First Amendment - Freedom of Speech","Private Property and State Action","44040502","Individual Rights > First Amendment Protections > Freedom of speech and expression","high","phrase_rule","36","3","Matched from QBank metadata using explicit legal phrase rule."
"2631","CP-172","18114","Civil Procedure","Discovery","Privilege","95070405","Pretrial Procedures > Discovery > Privileges","high","phrase_rule","54","10","Matched from QBank metadata using explicit legal phrase rule."
"2632","CR-525","19796","Criminal Law","Fifth Amendment","Privilege against self-incrimination","75080100","Fifth and Sixth Amendments—Statements, Confessions, and Identifications > Statements and Confessions","high","phrase_rule","28","0","Matched from QBank metadata using explicit legal phrase rule."
"2633","CR-524","17363","Criminal Law","Fifth Amendment","Privilege against self-incrimination","75070000","Fourth Amendment","high","phrase_rule","30","0","Matched from QBank metadata using explicit legal phrase rule."
"2634","CP-334","20407","Civil Procedure","Discovery","Privilege Log","95070405","Pretrial Procedures > Discovery > Privileges","high","phrase_rule","42","0","Matched from QBank metadata using explicit legal phrase rule."
"2635","CL-427","19621","Constitutional Law","Due Process","Procedural Due Process","44040203","Individual Rights > Due Process Clause > Procedural due process","high","phrase_rule","56","17","Matched from QBank metadata using explicit legal phrase rule."
"2636","CL-426","21337","Constitutional Law","Due Process","Procedural Due Process","44040203","Individual Rights > Due Process Clause > Procedural due process","high","phrase_rule","56","17","Matched from QBank metadata using explicit legal phrase rule."
"2637","CR-565","18718","Criminal Law","Exclusionary rule","Proceedings and limits","75100000","Exclusionary Rule","high","phrase_rule","39","14","Matched from QBank metadata using explicit legal phrase rule."
"2638","CR-405","20150","Criminal Law","Exclusionary rule","Proceedings and limits","75070000","Fourth Amendment","high","phrase_rule","39","14","Matched from QBank metadata using explicit legal phrase rule."
"2639","CR-404","18120","Criminal Law","Exclusionary rule","Proceedings and limits","75070000","Fourth Amendment","high","phrase_rule","39","9","Matched from QBank metadata using explicit legal phrase rule."
"2640","CR-563","20165","Criminal Law","Exclusionary rule","Proceedings and limits","75080100","Fifth and Sixth Amendments—Statements, Confessions, and Identifications > Statements and Confessions","high","phrase_rule","39","12","Matched from QBank metadata using explicit legal phrase rule."
"2641","CR-564","20484","Criminal Law","Exclusionary rule","Proceedings and limits","75070000","Fourth Amendment","high","phrase_rule","39","9","Matched from QBank metadata using explicit legal phrase rule."
"2642","TR-295","17297","Torts","Products liability","Product defenses - assumption of risk","61020601","Negligence > Defenses > Assumption of risk","high","phrase_rule","46","4","Matched from QBank metadata using explicit legal phrase rule."
"2643","TR-459","17806","Torts","Products liability","Product defenses - assumption of risk","61020601","Negligence > Defenses > Assumption of risk","high","phrase_rule","46","4","Matched from QBank metadata using explicit legal phrase rule."
"2644","TR-296","17752","Torts","Products liability","Product defenses - comparative fault","63030100","Products Liability > Strict Products Liability","high","phrase_rule","46","4","Matched from QBank metadata using explicit legal phrase rule."
"2645","TR-120","20906","Torts","Products liability","Product defenses - comparative fault and foreseeable misuse","61020401","Negligence > Causation > Cause in fact (actual cause)","high","phrase_rule","49","4","Matched from QBank metadata using explicit legal phrase rule."
"2646","TR-456","19831","Torts","Products liability","Product defenses - comparative responsibility","63030100","Products Liability > Strict Products Liability","high","phrase_rule","46","4","Matched from QBank metadata using explicit legal phrase rule."
"2647","TR-293","18753","Torts","Products liability","Product defenses - foreseeable misuse","63030100","Products Liability > Strict Products Liability","high","phrase_rule","46","4","Matched from QBank metadata using explicit legal phrase rule."
"2648","TR-292","18904","Torts","Products liability","Product defenses - misuse","63030100","Products Liability > Strict Products Liability","high","phrase_rule","46","4","Matched from QBank metadata using explicit legal phrase rule."
"2649","TR-458","18650","Torts","Products liability","Product defenses - misuse and causation","63030100","Products Liability > Strict Products Liability","high","phrase_rule","46","4","Matched from QBank metadata using explicit legal phrase rule."
"2650","TR-294","17305","Torts","Products liability","Product defenses - modification","63030100","Products Liability > Strict Products Liability","high","phrase_rule","46","4","Matched from QBank metadata using explicit legal phrase rule."
"2651","TR-119","19343","Torts","Products liability","Product defenses - substantial post-sale modification","63030100","Products Liability > Strict Products Liability","high","phrase_rule","49","4","Matched from QBank metadata using explicit legal phrase rule."
"2652","TR-452","19460","Torts","Products liability","Product theories - negligence versus strict liability","63030100","Products Liability > Strict Products Liability","high","phrase_rule","42","0","Matched from QBank metadata using explicit legal phrase rule."
"2653","TR-453","21776","Torts","Products liability","Product theories - warranty","63030100","Products Liability > Strict Products Liability","high","phrase_rule","50","0","Matched from QBank metadata using explicit legal phrase rule."
"2654","TR-300","17664","Torts","Products liability","Products versus abnormally dangerous activity","63030100","Products Liability > Strict Products Liability","high","phrase_rule","42","0","Matched from QBank metadata using explicit legal phrase rule."
"2655","TR-051","18105","Torts","Negligence","Professional malpractice - informed consent","61020301","Negligence > Breach > Falling below the standard of care","high","phrase_rule","49","0","Matched from QBank metadata using explicit legal phrase rule."
"2656","TR-052","19359","Torts","Negligence","Professional malpractice - professional standard","61020301","Negligence > Breach > Falling below the standard of care","high","phrase_rule","63","9","Matched from QBank metadata using explicit legal phrase rule."
"2657","TR-050","17748","Torts","Negligence","Professional malpractice - standard of care","61020301","Negligence > Breach > Falling below the standard of care","high","phrase_rule","57","3","Matched from QBank metadata using explicit legal phrase rule."
"2658","CL-503","17011","Constitutional Law","Privileges And Immunities","Property rights","44040402","Individual Rights > Privileges and Immunities of Citizens > Privileges and Immunities Clause of Article IV, Section 2","high","score","57","5","Matched from QBank metadata/status tokens with subject-filtered score."
"2659","CL-432","18872","Constitutional Law","Due Process","Property Seizure Procedure","44040203","Individual Rights > Due Process Clause > Procedural due process","high","phrase_rule","39","0","Matched from QBank metadata using explicit legal phrase rule."
"2660","CP-264","19442","Civil Procedure","Personal Jurisdiction","Property-based jurisdiction after minimum contacts","94020302","Personal Jurisdiction > Modern Due Process or Constitutional Tests > Minimum contacts test","high","phrase_rule","52","8","Matched from QBank metadata using explicit legal phrase rule."
"2661","CP-332","20360","Civil Procedure","Discovery","Proportionality","95070401","Pretrial Procedures > Discovery > Initial disclosures","review","score","42","0","Subject-filtered score is plausible but close; review recommended."
"2662","TR-145","19565","Torts","Business torts","Prospective advantage and competition privilege","61020303","Negligence > Breach > Custom","high","phrase_rule","40","10","Matched from QBank metadata using explicit legal phrase rule."
"2663","TR-339","21264","Torts","Economic torts","Prospective economic advantage","62050300","Other Torts > Economic Torts","high","phrase_rule","52","10","Matched from QBank metadata using explicit legal phrase rule."
"2664","CL-266","19708","Constitutional Law","Due Process","Protected property interest","44040203","Individual Rights > Due Process Clause > Procedural due process","high","phrase_rule","44","5","Matched from QBank metadata using explicit legal phrase rule."
"2665","CL-428","20557","Constitutional Law","Due Process","Protected Property Interest","44040203","Individual Rights > Due Process Clause > Procedural due process","high","phrase_rule","39","0","Matched from QBank metadata using explicit legal phrase rule."
"2666","CL-489","19684","Constitutional Law","Dormant Commerce Clause","Protectionist health law","42010103","Separation of Powers > Legislative Branch > Commerce power","high","phrase_rule","48","21","Matched from QBank metadata using explicit legal phrase rule."
"2667","CP-350","19304","Civil Procedure","Discovery","Protective Orders","95070406","Pretrial Procedures > Discovery > Inadvertent disclosure","high","score","47","5","Matched from QBank metadata/status tokens with subject-filtered score."
"2668","CP-184","20340","Civil Procedure","Discovery","Protective orders","95070405","Pretrial Procedures > Discovery > Privileges","high","phrase_rule","42","0","Matched from QBank metadata using explicit legal phrase rule."
"2669","CR-343","20780","Criminal Law","Fourth Amendment","Protective sweep","75070000","Fourth Amendment","high","phrase_rule","44","2","Matched from QBank metadata using explicit legal phrase rule."
"2670","TR-394","19244","Torts","Negligence causation","Proximate cause","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2671","TR-395","19585","Torts","Negligence causation","Proximate cause","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2672","TR-400","20245","Torts","Negligence causation","Proximate cause","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2673","TR-399","20289","Torts","Negligence causation","Proximate cause","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2674","TR-396","20425","Torts","Negligence causation","Proximate cause","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2675","TR-393","20856","Torts","Negligence causation","Proximate cause","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2676","TR-072","17627","Torts","Negligence causation","Proximate cause - fire response consequences","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2677","TR-233","20853","Torts","Negligence causation","Proximate cause - foreseeable crime","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2678","TR-070","19353","Torts","Negligence causation","Proximate cause - foreseeable criminal act","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2679","TR-239","18416","Torts","Negligence causation","Proximate cause - foreseeable intervention","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2680","TR-232","20955","Torts","Negligence causation","Proximate cause - foreseeable intervention","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2681","TR-069","17303","Torts","Negligence causation","Proximate cause - medical intervention","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2682","TR-237","18129","Torts","Negligence causation","Proximate cause - rescue doctrine","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2683","TR-238","20253","Torts","Negligence causation","Proximate cause - risk scope","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2684","TR-234","19312","Torts","Negligence causation","Proximate cause - superseding crime","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2685","TR-071","20676","Torts","Negligence causation","Proximate cause - superseding intervention","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2686","TR-240","20695","Torts","Negligence causation","Proximate cause - type versus extent","61020402","Negligence > Causation > Proximate (legal) cause","high","phrase_rule","48","5","Matched from QBank metadata using explicit legal phrase rule."
"2687","CL-316","20734","Constitutional Law","First Amendment Religion","Public benefits and Free Exercise","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","5","Matched from QBank metadata using explicit legal phrase rule."
"2688","TR-467","21498","Torts","Defamation","Public concern damages","61020500","Negligence > Damages","high","phrase_rule","38","1","Matched from QBank metadata using explicit legal phrase rule."
"2689","TR-475","18381","Torts","Privacy","Public disclosure of private facts","61020104","Negligence > Duty > Affirmative duties to act","high","phrase_rule","35","0","Matched from QBank metadata using explicit legal phrase rule."
"2690","TR-474","18899","Torts","Privacy","Public disclosure of private facts","62050402","Other Torts > Defamation, Privacy, and Reputation Torts > Invasion of privacy","high","phrase_rule","35","0","Matched from QBank metadata using explicit legal phrase rule."
"2691","TR-134","19036","Torts","Privacy","Public disclosure of private facts","62050402","Other Torts > Defamation, Privacy, and Reputation Torts > Invasion of privacy","high","phrase_rule","35","0","Matched from QBank metadata using explicit legal phrase rule."
"2692","TR-316","19352","Torts","Privacy","Public disclosure of private facts","62050402","Other Torts > Defamation, Privacy, and Reputation Torts > Invasion of privacy","high","phrase_rule","35","0","Matched from QBank metadata using explicit legal phrase rule."
"2693","TR-315","20619","Torts","Privacy","Public disclosure of private facts","62050402","Other Torts > Defamation, Privacy, and Reputation Torts > Invasion of privacy","high","phrase_rule","35","0","Matched from QBank metadata using explicit legal phrase rule."
"2694","CL-459","19028","Constitutional Law","First Amendment - Freedom of Speech","Public employee speech","44040502","Individual Rights > First Amendment Protections > Freedom of speech and expression","high","phrase_rule","36","3","Matched from QBank metadata using explicit legal phrase rule."
"2695","CL-458","21873","Constitutional Law","First Amendment - Freedom of Speech","Public employee speech","44040502","Individual Rights > First Amendment Protections > Freedom of speech and expression","high","phrase_rule","36","3","Matched from QBank metadata using explicit legal phrase rule."
"2696","CL-267","19260","Constitutional Law","Due Process","Public employment property interest","44040203","Individual Rights > Due Process Clause > Procedural due process","high","phrase_rule","39","0","Matched from QBank metadata using explicit legal phrase rule."
"2697","TR-483","19288","Torts","Nuisance","Public nuisance","62050100","Other Torts > Nuisance","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2698","TR-323","21324","Torts","Nuisance","Public nuisance - private plaintiff standing","62050100","Other Torts > Nuisance","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2699","TR-152","18172","Torts","Nuisance","Public nuisance and special injury","61020500","Negligence > Damages","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2700","TR-468","19015","Torts","Defamation","Public official actual malice","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2701","TR-127","17202","Torts","Defamation","Public officials and actual malice","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2702","TR-136","17352","Torts","Privacy","Public records and newsworthiness","62050402","Other Torts > Defamation, Privacy, and Reputation Torts > Invasion of privacy","high","phrase_rule","35","0","Matched from QBank metadata using explicit legal phrase rule."
"2703","TR-464","20610","Torts","Defamation","Publication","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2704","TR-304","20252","Torts","Defamation","Publication and republication","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2705","TR-123","17943","Torts","Defamation","Publication requirement","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2706","TR-305","21057","Torts","Defamation","Publication to a third party","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2707","TR-135","17024","Torts","Privacy","Publicity breadth","62050402","Other Torts > Defamation, Privacy, and Reputation Torts > Invasion of privacy","high","phrase_rule","35","0","Matched from QBank metadata using explicit legal phrase rule."
"2708","CL-439","19280","Constitutional Law","Due Process","Punitive Damages","44040201","Individual Rights > Due Process Clause > Incorporation of Bill of Rights through the Fourteenth Amendment","review","score","42","0","Subject-filtered score is plausible but close; review recommended."
"2709","TR-085","17569","Torts","Comparative fault","Pure comparative fault","61020500","Negligence > Damages","high","phrase_rule","40","0","Matched from QBank metadata using explicit legal phrase rule."
"2710","TR-414","17867","Torts","Negligence damages","Pure economic loss","61020500","Negligence > Damages","high","phrase_rule","42","2","Matched from QBank metadata using explicit legal phrase rule."
"2711","TR-082","20220","Torts","Negligence damages","Pure economic loss","61020500","Negligence > Damages","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2712","TR-312","18011","Torts","Defamation","Qualified privilege","61020303","Negligence > Breach > Custom","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2713","TR-470","18097","Torts","Defamation","Qualified privilege","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2714","TR-130","21803","Torts","Defamation","Qualified privilege and abuse","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","40","3","Matched from QBank metadata using explicit legal phrase rule."
"2715","TR-178","18003","Torts","Defamation","Qualified privilege and excessive publication","62050401","Other Torts > Defamation, Privacy, and Reputation Torts > Defamation","high","phrase_rule","37","0","Matched from QBank metadata using explicit legal phrase rule."
"2716","CP-265","21711","Civil Procedure","Personal Jurisdiction","Quasi-in-rem limits and relatedness","94020000","Personal Jurisdiction","high","phrase_rule","57","5","Matched from QBank metadata using explicit legal phrase rule."
"2717","CL-248","17475","Constitutional Law","Equal Protection","Race and districting","44040303","Individual Rights > Equal Protection Clause > Strict scrutiny (suspect) classifications","high","phrase_rule","50","3","Matched from QBank metadata using explicit legal phrase rule."
"2718","CL-406","17170","Constitutional Law","Equal Protection","Race classifications","44040303","Individual Rights > Equal Protection Clause > Strict scrutiny (suspect) classifications","high","phrase_rule","55","3","Matched from QBank metadata using explicit legal phrase rule."
"2719","CL-246","21623","Constitutional Law","Equal Protection","Race classifications","44040303","Individual Rights > Equal Protection Clause > Strict scrutiny (suspect) classifications","high","phrase_rule","55","3","Matched from QBank metadata using explicit legal phrase rule."
"2720","CL-247","17217","Constitutional Law","Equal Protection","Race-neutral government action","44040303","Individual Rights > Equal Protection Clause > Strict scrutiny (suspect) classifications","high","phrase_rule","50","3","Matched from QBank metadata using explicit legal phrase rule."
"2721","CL-279","20251","Constitutional Law","Due Process","Rational basis","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","44","2","Matched from QBank metadata using explicit legal phrase rule."
"2722","CL-140","21013","Constitutional Law","Equal Protection","Rational basis — alienage / federal law / plenary power","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","55","0","Matched from QBank metadata using explicit legal phrase rule."
"2723","CL-146","19354","Constitutional Law","Equal Protection","Rational basis — disability classification","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","50","2","Matched from QBank metadata using explicit legal phrase rule."
"2724","CL-144","19607","Constitutional Law","Equal Protection","Rational basis — non-fundamental right / education","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","53","3","Matched from QBank metadata using explicit legal phrase rule."
"2725","CL-149","17150","Constitutional Law","Equal Protection","Rational basis — sexual orientation / animus","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","53","8","Matched from QBank metadata using explicit legal phrase rule."
"2726","CL-154","19194","Constitutional Law","Equal Protection","Rational basis — sexual orientation / federal law / equal dignity","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","53","8","Matched from QBank metadata using explicit legal phrase rule."
"2727","CL-258","20583","Constitutional Law","Equal Protection","Rational basis classifications","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","58","3","Matched from QBank metadata using explicit legal phrase rule."
"2728","CL-260","21834","Constitutional Law","Equal Protection","Rational basis classifications","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","55","0","Matched from QBank metadata using explicit legal phrase rule."
"2729","CL-418","18462","Constitutional Law","Equal Protection","Rational basis review","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","62","17","Matched from QBank metadata using explicit legal phrase rule."
"2730","CL-127","18470","Constitutional Law","Equal Protection","Rational basis review","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","62","20","Matched from QBank metadata using explicit legal phrase rule."
"2731","CL-126","18918","Constitutional Law","Equal Protection","Rational basis review","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","62","20","Matched from QBank metadata using explicit legal phrase rule."
"2732","CL-128","19775","Constitutional Law","Equal Protection","Rational basis review — age","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","53","2","Matched from QBank metadata using explicit legal phrase rule."
"2733","CL-129","20877","Constitutional Law","Equal Protection","Rational basis review — animus / rational basis with bite","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","50","8","Matched from QBank metadata using explicit legal phrase rule."
"2734","CL-419","17680","Constitutional Law","Equal Protection","Rational basis with bite","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","50","8","Matched from QBank metadata using explicit legal phrase rule."
"2735","CL-259","19927","Constitutional Law","Equal Protection","Rational basis with bite","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","55","8","Matched from QBank metadata using explicit legal phrase rule."
"2736","CL-261","20339","Constitutional Law","Equal Protection","Rational basis with bite","44040305","Individual Rights > Equal Protection Clause > Rational basis review classifications","high","phrase_rule","50","8","Matched from QBank metadata using explicit legal phrase rule."
"2737","CP-194","18459","Civil Procedure","Summary Judgment","Reasonable Inferences","92080105","Motions > Pretrial Motions > Summary judgment motion","high","phrase_rule","45","0","Matched from QBank metadata using explicit legal phrase rule."
"2738","TR-198","17136","Torts","Privileges and defenses","Recapture of chattels","64010500","Intentional Torts > Privileges","high","phrase_rule","25","0","Matched from QBank metadata using explicit legal phrase rule."
"2739","TR-359","20189","Torts","Privileges and defenses","Recapture of chattels","64010500","Intentional Torts > Privileges","high","phrase_rule","25","0","Matched from QBank metadata using explicit legal phrase rule."
"2740","CL-191","18606","Constitutional Law","Justiciability","Redressability","43020201","Judicial Review > Jurisdiction of Courts > Constitutional limitations and justiciability","high","score","39","14","Matched from QBank metadata/status tokens with subject-filtered score."
"2741","TR-090","20306","Torts","Multiple tortfeasors","Releases, settlement credits, and satisfaction","61020203","Negligence > Standard of Due Care > Negligent infliction of emotional distress","high","score","40","5","Matched from QBank metadata/status tokens with subject-filtered score."
"2742","CL-484","17695","Constitutional Law","First Amendment Religion","Religious accommodation","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","2","Matched from QBank metadata using explicit legal phrase rule."
"2743","CL-324","17000","Constitutional Law","First Amendment Religion","Religious accommodations","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","2","Matched from QBank metadata using explicit legal phrase rule."
"2744","CL-313","19958","Constitutional Law","First Amendment Religion","Religious belief inquiry","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","5","Matched from QBank metadata using explicit legal phrase rule."
"2745","CL-474","20970","Constitutional Law","First Amendment Religion","Religious speech and public benefits","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","2","Matched from QBank metadata using explicit legal phrase rule."
"2746","CL-314","18053","Constitutional Law","First Amendment Religion","Religious speech and public forums","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","2","Matched from QBank metadata using explicit legal phrase rule."
"2747","CL-478","21791","Constitutional Law","First Amendment Religion","Religious speech in school forums","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","2","Matched from QBank metadata using explicit legal phrase rule."
"2748","CL-325","17465","Constitutional Law","First Amendment Religion","Religious tests and compelled affirmation","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","5","Matched from QBank metadata using explicit legal phrase rule."
"2749","CL-485","18907","Constitutional Law","First Amendment Religion","Religious tests and oaths","44040501","Individual Rights > First Amendment Protections > Freedom of religion","high","phrase_rule","35","5","Matched from QBank metadata using explicit legal phrase rule."
"2750","TR-485","21271","Torts","Nuisance","Remedies","61020500","Negligence > Damages","high","phrase_rule","32","3","Matched from QBank metadata using explicit legal phrase rule."
"2751","CR-392","20387","Criminal Law","Exclusionary rule","Remedies and limits","75070000","Fourth Amendment","high","phrase_rule","31","14","Matched from QBank metadata using explicit legal phrase rule."
"2752","CP-048","21042","Civil Procedure","Subject Matter Jurisdiction","Removal — § 1441 General Rule","94010000","Federal Subject-Matter Jurisdiction","high","phrase_rule","38","0","Matched from QBank metadata using explicit legal phrase rule."
"2753","CP-068","18825","Civil Procedure","Subject Matter Jurisdiction","Removal — § 1441(c) Mixed Claims","94010200","Federal Subject-Matter Jurisdiction > Federal-Question Jurisdiction","high","phrase_rule","43","2","Matched from QBank metadata using explicit legal phrase rule."
"2754","CP-050","19511","Civil Procedure","Subject Matter Jurisdiction","Removal — § 1446 Timing","94010000","Federal Subject-Matter Jurisdiction","high","phrase_rule","30","3","Matched from QBank metadata using explicit legal phrase rule."
"2755","CP-056","20219","Civil Procedure","Subject Matter Jurisdiction","Removal — § 1446 Unanimity Requirement","94020201","Personal Jurisdiction > Traditional Bases for Personal Jurisdiction > Consent","high","phrase_rule","41","3","Matched from QBank metadata using explicit legal phrase rule."
"2756","CP-062","19050","Civil Procedure","Subject Matter Jurisdiction","Removal — § 1446(c)(1) One-Year Limit","94010000","Federal Subject-Matter Jurisdiction","high","phrase_rule","40","2","Matched from QBank metadata using explicit legal phrase rule."
"2757","CP-051","19970","Civil Procedure","Subject Matter Jurisdiction","Removal — § 1447 Remand","94010000","Federal Subject-Matter Jurisdiction","high","phrase_rule","43","2","Matched from QBank metadata using explicit legal phrase rule."
